id,rank,common_name,french_name,order,family,subfamily,genus,species,annotation,status_accidental,status_hawaiian,status_introduced,status_nonbreeding,status_extinct,status_misplaced
1256,species,Philadelphia Vireo,Viréo de Philadelphie,Passeriformes,Vireonidae,,Vireo,Vireo philadelphicus,Monotypic.,,,,,,
1254,species,Warbling Vireo,Viréo mélodieux,Passeriformes,Vireonidae,,Vireo,Vireo gilvus,,,,,,,
1255,species,Brown-capped Vireo,Viréo à calotte brune,Passeriformes,Vireonidae,,Vireo,Vireo leucophrys,,,,,,,
1257,species,Red-eyed Vireo,Viréo aux yeux rouges,Passeriformes,Vireonidae,,Vireo,Vireo olivaceus,,,,,,,
1258,species,Yellow-green Vireo,Viréo jaune-verdâtre,Passeriformes,Vireonidae,,Vireo,Vireo flavoviridis,,,,,,,
1259,species,Black-whiskered Vireo,Viréo à moustaches,Passeriformes,Vireonidae,,Vireo,Vireo altiloquus,,,,,,,
1260,species,Yucatan Vireo,Viréo du Yucatan,Passeriformes,Vireonidae,,Vireo,Vireo magister,,,,,,,
2063,species,Kauai Elepaio,Monarque de Kauai,Passeriformes,Monarchidae,,Chasiempis,Chasiempis sclateri,Monotypic.,,H,,,,
2064,species,Oahu Elepaio,Monarque d'Oahu,Passeriformes,Monarchidae,,Chasiempis,Chasiempis ibidis,,,H,,,,
1308,species,Hawaii Elepaio,Monarque d'Hawaï,Passeriformes,Monarchidae,,Chasiempis,Chasiempis sandwichensis,,,H,,,,
1229,species,Brown Shrike,Pie-grièche brune,Passeriformes,Laniidae,,Lanius,Lanius cristatus,,A,,,,,
14511,species,Red-backed Shrike,Pie-grièche écorcheur,Passeriformes,Laniidae,,Lanius,Lanius collurio,,A,,,,,
1230,species,Loggerhead Shrike,Pie-grièche migratrice,Passeriformes,Laniidae,,Lanius,Lanius ludovicianus,,,,,,,
15044,species,Northern Shrike,Pie-grièche boréale,Passeriformes,Laniidae,,Lanius,Lanius borealis,Formerly considered conspecific with Lanius excubitor.,,,,,,
1978,species,Canada Jay,Mésangeai du Canada,Passeriformes,Corvidae,,Perisoreus,Perisoreus canadensis,,,,,,,
1285,species,White-throated Jay,Geai masqué,Passeriformes,Corvidae,,Cyanolyca,Cyanolyca mirabilis,Monotypic.,,,,,,
1283,species,Dwarf Jay,Geai nain,Passeriformes,Corvidae,,Cyanolyca,Cyanolyca nanus,Monotypic.,,,,,,
1282,species,Black-throated Jay,Geai à gorge noire,Passeriformes,Corvidae,,Cyanolyca,Cyanolyca pumilo,Monotypic.,,,,,,
1284,species,Silvery-throated Jay,Geai à gorge argentée,Passeriformes,Corvidae,,Cyanolyca,Cyanolyca argentigula,,,,,,,
1281,species,Azure-hooded Jay,Geai couronné,Passeriformes,Corvidae,,Cyanolyca,Cyanolyca cucullata,,,,,,,
1271,species,Black-throated Magpie-Jay,Geai à face noire,Passeriformes,Corvidae,,Calocitta,Calocitta colliei,Monotypic.,,,,,,
1272,species,White-throated Magpie-Jay,Geai à face blanche,Passeriformes,Corvidae,,Calocitta,Calocitta formosa,,,,,,,
1276,species,Brown Jay,Geai enfumé,Passeriformes,Corvidae,,Psilorhinus,Psilorhinus morio,,,,,,,
1273,species,Tufted Jay,Geai panaché,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax dickeyi,Monotypic.,,,,,,
1274,species,Black-chested Jay,Geai à poitrine noire,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax affinis,,,,,,,
1275,species,Green Jay,Geai vert,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax yncas,,,,,,,
1277,species,Bushy-crested Jay,Geai houppé,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax melanocyaneus,,,,,,,
1278,species,San Blas Jay,Geai de San Blas,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax sanblasianus,,,,,,,
1279,species,Yucatan Jay,Geai du Yucatan,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax yucatanicus,,,,,,,
1280,species,Purplish-backed Jay,Geai à dos violet,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax beecheii,Monotypic.,,,,,,
1291,species,Pinyon Jay,Geai des pinèdes,Passeriformes,Corvidae,,Gymnorhinus,Gymnorhinus cyanocephalus,Monotypic.,,,,,,
1269,species,Steller's Jay,Geai de Steller,Passeriformes,Corvidae,,Cyanocitta,Cyanocitta stelleri,,,,,,,
1270,species,Blue Jay,Geai bleu,Passeriformes,Corvidae,,Cyanocitta,Cyanocitta cristata,,,,,,,
1286,species,Florida Scrub-Jay,Geai à gorge blanche,Passeriformes,Corvidae,,Aphelocoma,Aphelocoma coerulescens,Monotypic.,,,,,,
1287,species,Island Scrub-Jay,Geai de Santa Cruz,Passeriformes,Corvidae,,Aphelocoma,Aphelocoma insularis,Monotypic.,,,,,,
1288,species,California Scrub-Jay,Geai buissonnier,Passeriformes,Corvidae,,Aphelocoma,Aphelocoma californica,Formerly considered conspecific with Aphelocoma woodhouseii.,,,,,,
12111,species,Woodhouse's Scrub-Jay,Geai de Woodhouse,Passeriformes,Corvidae,,Aphelocoma,Aphelocoma woodhouseii,Formerly considered conspecific with Aphelocoma californica.,,,,,,
1289,species,Transvolcanic Jay,Geai des volcans,Passeriformes,Corvidae,,Aphelocoma,Aphelocoma ultramarina,,,,,,,
2078,species,Mexican Jay,Geai du Mexique,Passeriformes,Corvidae,,Aphelocoma,Aphelocoma wollweberi,,,,,,,
1290,species,Unicolored Jay,Geai unicolore,Passeriformes,Corvidae,,Aphelocoma,Aphelocoma unicolor,,,,,,,
1292,species,Clark's Nutcracker,Cassenoix d'Amérique,Passeriformes,Corvidae,,Nucifraga,Nucifraga columbiana,Monotypic.,,,,,,
1293,species,Black-billed Magpie,Pie d'Amérique,Passeriformes,Corvidae,,Pica,Pica hudsonia,,,,,,,
1294,species,Yellow-billed Magpie,Pie à bec jaune,Passeriformes,Corvidae,,Pica,Pica nuttalli,Monotypic.,,,,,,
1295,species,Eurasian Jackdaw,Choucas des tours,Passeriformes,Corvidae,,Corvus,Corvus monedula,,A,,,,,
12261,species,Rook,Corbeau freux,Passeriformes,Corvidae,,Corvus,Corvus frugilegus,,A,,,,,
1296,species,American Crow,Corneille d'Amérique,Passeriformes,Corvidae,,Corvus,Corvus brachyrhynchos,,,,,,,
15060,species,Cuban Palm-Crow,Corneille minute,Passeriformes,Corvidae,,Corvus,Corvus minutus,Formerly considered conspecific with Corvus palmarum.,,,,,,
1298,species,Hispaniolan Palm-Crow,Corneille palmiste,Passeriformes,Corvidae,,Corvus,Corvus palmarum,Formerly considered conspecific with Corvus minutus.,,,,,,
1299,species,Cuban Crow,Corneille de Cuba,Passeriformes,Corvidae,,Corvus,Corvus nasicus,Monotypic.,,,,,,
1300,species,White-necked Crow,Corneille d'Hispaniola,Passeriformes,Corvidae,,Corvus,Corvus leucognaphalus,Monotypic.,,,,,,
12271,species,Hooded Crow,Corneille mantelée,Passeriformes,Corvidae,,Corvus,Corvus cornix,,A,,,,,
1301,species,Jamaican Crow,Corneille de Jamaïque,Passeriformes,Corvidae,,Corvus,Corvus jamaicensis,Monotypic.,,,,,,
1302,species,Tamaulipas Crow,Corneille du Mexique,Passeriformes,Corvidae,,Corvus,Corvus imparatus,Monotypic.,,,,,,
1303,species,Sinaloa Crow,Corneille du Sinaloa,Passeriformes,Corvidae,,Corvus,Corvus sinaloae,Monotypic.,,,,,,
1304,species,Fish Crow,Corneille de rivage,Passeriformes,Corvidae,,Corvus,Corvus ossifragus,Monotypic. ,,,,,,
1305,species,Hawaiian Crow,Corneille d'Hawaï,Passeriformes,Corvidae,,Corvus,Corvus hawaiiensis,Monotypic. ,,H,,,,
1306,species,Chihuahuan Raven,Corbeau à cou blanc,Passeriformes,Corvidae,,Corvus,Corvus cryptoleucus,Monotypic.,,,,,,
1307,species,Common Raven,Grand Corbeau,Passeriformes,Corvidae,,Corvus,Corvus corax,,,,,,,
1345,species,Verdin,Auripare verdin,Passeriformes,Remizidae,,Auriparus,Auriparus flaviceps,,,,,,,
1333,species,Carolina Chickadee,Mésange de Caroline,Passeriformes,Paridae,,Poecile,Poecile carolinensis,,,,,,,
1334,species,Black-capped Chickadee,Mésange à tête noire,Passeriformes,Paridae,,Poecile,Poecile atricapillus,,,,,,,
1335,species,Mountain Chickadee,Mésange de Gambel,Passeriformes,Paridae,,Poecile,Poecile gambeli,,,,,,,
1336,species,Mexican Chickadee,Mésange grise,Passeriformes,Paridae,,Poecile,Poecile sclateri,,,,,,,
1337,species,Chestnut-backed Chickadee,Mésange à dos marron,Passeriformes,Paridae,,Poecile,Poecile rufescens,,,,,,,
1338,species,Boreal Chickadee,Mésange à tête brune,Passeriformes,Paridae,,Poecile,Poecile hudsonicus,,,,,,,
1339,species,Gray-headed Chickadee,Mésange lapone,Passeriformes,Paridae,,Poecile,Poecile cinctus,,,,,,,
1340,species,Bridled Titmouse,Mésange arlequin,Passeriformes,Paridae,,Baeolophus,Baeolophus wollweberi,,,,,,,
1341,species,Oak Titmouse,Mésange unicolore,Passeriformes,Paridae,,Baeolophus,Baeolophus inornatus,,,,,,,
1342,species,Juniper Titmouse,Mésange des genévriers,Passeriformes,Paridae,,Baeolophus,Baeolophus ridgwayi,,,,,,,
1343,species,Tufted Titmouse,Mésange bicolore,Passeriformes,Paridae,,Baeolophus,Baeolophus bicolor,,,,,,,
1344,species,Black-crested Titmouse,Mésange à plumet noir,Passeriformes,Paridae,,Baeolophus,Baeolophus atricristatus,,,,,,,
1309,species,Eurasian Skylark,Alouette des champs,Passeriformes,Alaudidae,,Alauda,Alauda arvensis,,,,,,,
1310,species,Horned Lark,Alouette hausse-col,Passeriformes,Alaudidae,,Eremophila,Eremophila alpestris,,,,,,,
13651,species,Thick-billed Warbler,Rousserolle à gros bec,Passeriformes,Acrocephalidae,,Arundinax,Arundinax aedon,,A,,,,,
1407,species,Millerbird,Rousserolle obscure,Passeriformes,Acrocephalidae,,Acrocephalus,Acrocephalus familiaris,,,H,,,,
